key_number:id,string:name,number:type,number:skill_id,number:level,string:display,number:attack,number:next_id,tuple_number:materials,string:description
1201,乔巴喵,1,1101,1,hero_11,130,1202,{1|120},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个3*3区域全变成红色。
1202,乔巴喵,1,1101,2,hero_11,155,1203,{1|160}|{2|20},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个3*3区域全变成红色。
1203,乔巴喵,1,1102,3,hero_11,180,1204,{1|200}|{2|40},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个3*3区域全变成红色。
1204,乔巴喵,1,1102,4,hero_11,205,1205,{1|280}|{2|60},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个3*3区域全变成红色。
1205,乔巴喵,1,1102,5,hero_11,230,1206,{1|340}|{2|80},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个5*5区域全变成红色。
1206,乔巴喵,1,1102,6,hero_11,255,1207,{1|400}|{2|100},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个5*5区域全变成红色。
1207,乔巴喵,1,1102,7,hero_11,280,1208,{1|460}|{2|120},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个5*5区域全变成红色。
1208,乔巴喵,1,1103,8,hero_11,305,1209,{1|520}|{2|140},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个5*5区域全变成红色。
1209,乔巴喵,1,1103,9,hero_11,330,1210,{1|640}|{2|220},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个5*5区域全变成红色。
1210,乔巴喵,1,1103,10,hero_11,355,1211,{1|720}|{2|260},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个7*7区域全变成红色。
1211,乔巴喵,1,1103,11,hero_11,380,1212,{1|800}|{2|300},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个7*7区域全变成红色。
1212,乔巴喵,1,1103,12,hero_11,405,1213,{1|880}|{2|340},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个7*7区域全变成红色。
1213,乔巴喵,1,1103,13,hero_11,430,1214,{1|960}|{2|380},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个7*7区域全变成红色。
1214,乔巴喵,1,1103,14,hero_11,455,1215,{1|1120}|{2|500},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个7*7区域全变成红色。
1215,乔巴喵,1,1104,15,hero_11,480,1216,{1|1220}|{2|560},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1216,乔巴喵,1,1104,16,hero_11,505,1217,{1|1320}|{2|620},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1217,乔巴喵,1,1104,17,hero_11,530,1218,{1|1420}|{2|680},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1218,乔巴喵,1,1104,18,hero_11,555,1219,{1|1520}|{2|740},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1219,乔巴喵,1,1104,19,hero_11,580,1220,{1|1680}|{2|900},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1220,乔巴喵,1,1105,20,hero_11,605,0,{0|0},外形过于可爱以至于经常被误认为是队伍中的宠物。技能：将一个9*9区域全变成红色。
1301,周小咪,1,1201,1,hero_15,250,1302,{1|120},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除3个元素。
1302,周小咪,1,1201,2,hero_15,275,1303,{1|160}|{2|20},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除3个元素。
1303,周小咪,1,1202,3,hero_15,300,1304,{1|200}|{2|40},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除3个元素。
1304,周小咪,1,1202,4,hero_15,325,1305,{1|280}|{2|60},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除3个元素。
1305,周小咪,1,1202,5,hero_15,350,1306,{1|340}|{2|80},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除5个元素。
1306,周小咪,1,1202,6,hero_15,375,1307,{1|400}|{2|100},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除5个元素。
1307,周小咪,1,1202,7,hero_15,400,1308,{1|460}|{2|120},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除5个元素。
1308,周小咪,1,1203,8,hero_15,425,1309,{1|520}|{2|140},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除5个元素。
1309,周小咪,1,1203,9,hero_15,450,1310,{1|640}|{2|220},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除5个元素。
1310,周小咪,1,1203,10,hero_15,475,1311,{1|720}|{2|260},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除7个元素。
1311,周小咪,1,1203,11,hero_15,500,1312,{1|800}|{2|300},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除7个元素。
1312,周小咪,1,1203,12,hero_15,525,1313,{1|880}|{2|340},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除7个元素。
1313,周小咪,1,1203,13,hero_15,550,1314,{1|960}|{2|380},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除7个元素。
1314,周小咪,1,1203,14,hero_15,575,1315,{1|1120}|{2|500},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除7个元素。
1315,周小咪,1,1204,15,hero_15,600,1316,{1|1220}|{2|560},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
1316,周小咪,1,1204,16,hero_15,625,1317,{1|1320}|{2|620},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
1317,周小咪,1,1204,17,hero_15,650,1318,{1|1420}|{2|680},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
1318,周小咪,1,1204,18,hero_15,675,1319,{1|1520}|{2|740},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
1319,周小咪,1,1204,19,hero_15,700,1320,{1|1680}|{2|900},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
1320,周小咪,1,1205,20,hero_15,725,0,{0|0},喜欢收集奇怪的东西，比如：恐龙。技能：沿纵向消除9个元素。
2101,漩涡鸣喵,2,2501,1,hero_03,80,2102,{1|40},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个3*3区域全变成黄色。
2102,漩涡鸣喵,2,2501,2,hero_03,105,2103,{1|80},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个3*3区域全变成黄色。
2103,漩涡鸣喵,2,2502,3,hero_03,130,2104,{1|120},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个3*3区域全变成黄色。
2104,漩涡鸣喵,2,2502,4,hero_03,155,2105,{1|200},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个3*3区域全变成黄色。
2105,漩涡鸣喵,2,2502,5,hero_03,180,2106,{1|260}|{2|20},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个5*5区域全变成黄色。
2106,漩涡鸣喵,2,2502,6,hero_03,205,2107,{1|320}|{2|40},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个5*5区域全变成黄色。
2107,漩涡鸣喵,2,2502,7,hero_03,230,2108,{1|380}|{2|60},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个5*5区域全变成黄色。
2108,漩涡鸣喵,2,2503,8,hero_03,255,2109,{1|440}|{2|80},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个5*5区域全变成黄色。
2109,漩涡鸣喵,2,2503,9,hero_03,280,2110,{1|560}|{2|160},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个5*5区域全变成黄色。
2110,漩涡鸣喵,2,2503,10,hero_03,305,2111,{1|640}|{2|200},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个7*7区域全变成黄色。
2111,漩涡鸣喵,2,2503,11,hero_03,330,2112,{1|720}|{2|240},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个7*7区域全变成黄色。
2112,漩涡鸣喵,2,2503,12,hero_03,355,2113,{1|800}|{2|280},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个7*7区域全变成黄色。
2113,漩涡鸣喵,2,2503,13,hero_03,380,2114,{1|880}|{2|320},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个7*7区域全变成黄色。
2114,漩涡鸣喵,2,2503,14,hero_03,405,2115,{1|1040}|{2|440},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个7*7区域全变成黄色。
2115,漩涡鸣喵,2,2504,15,hero_03,430,2116,{1|1140}|{2|500},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2116,漩涡鸣喵,2,2504,16,hero_03,455,2117,{1|1240}|{2|560},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2117,漩涡鸣喵,2,2504,17,hero_03,480,2118,{1|1340}|{2|620},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2118,漩涡鸣喵,2,2504,18,hero_03,505,2119,{1|1440}|{2|680},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2119,漩涡鸣喵,2,2504,19,hero_03,530,2120,{1|1600}|{2|840},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2120,漩涡鸣喵,2,2505,20,hero_03,555,0,{0|0},村里的吊车尾，非常努力，体内拥有强大的能量封印。技能：将一个9*9区域全变成黄色。
2201,晓喵,2,2201,1,hero_13,200,2202,{1|120},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除3个元素。
2202,晓喵,2,2201,2,hero_13,225,2203,{1|160}|{2|20},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除3个元素。
2203,晓喵,2,2202,3,hero_13,250,2204,{1|200}|{2|40},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除3个元素。
2204,晓喵,2,2202,4,hero_13,275,2205,{1|280}|{2|60},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除3个元素。
2205,晓喵,2,2202,5,hero_13,300,2206,{1|340}|{2|80},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除5个元素。
2206,晓喵,2,2202,6,hero_13,325,2207,{1|400}|{2|100},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除5个元素。
2207,晓喵,2,2202,7,hero_13,350,2208,{1|460}|{2|120},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除5个元素。
2208,晓喵,2,2203,8,hero_13,375,2209,{1|520}|{2|140},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除5个元素。
2209,晓喵,2,2203,9,hero_13,400,2210,{1|640}|{2|220},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除5个元素。
2210,晓喵,2,2203,10,hero_13,425,2211,{1|720}|{2|260},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除7个元素。
2211,晓喵,2,2203,11,hero_13,450,2212,{1|800}|{2|300},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除7个元素。
2212,晓喵,2,2203,12,hero_13,475,2213,{1|880}|{2|340},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除7个元素。
2213,晓喵,2,2203,13,hero_13,500,2214,{1|960}|{2|380},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除7个元素。
2214,晓喵,2,2203,14,hero_13,525,2215,{1|1120}|{2|500},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除7个元素。
2215,晓喵,2,2204,15,hero_13,550,2216,{1|1220}|{2|560},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2216,晓喵,2,2204,16,hero_13,575,2217,{1|1320}|{2|620},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2217,晓喵,2,2204,17,hero_13,600,2218,{1|1420}|{2|680},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2218,晓喵,2,2204,18,hero_13,625,2219,{1|1520}|{2|740},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2219,晓喵,2,2204,19,hero_13,650,2220,{1|1680}|{2|900},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2220,晓喵,2,2205,20,hero_13,675,0,{0|0},曾受训于奇怪组织的一只性格非常奇怪的猫咪。技能：沿纵向消除9个元素。
2301,弗兰喵,2,2101,1,hero_09,250,2302,{1|120},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除3个元素。
2302,弗兰喵,2,2101,2,hero_09,275,2303,{1|160}|{2|20},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除3个元素。
2303,弗兰喵,2,2102,3,hero_09,300,2304,{1|200}|{2|40},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除3个元素。
2304,弗兰喵,2,2102,4,hero_09,325,2305,{1|280}|{2|60},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除3个元素。
2305,弗兰喵,2,2102,5,hero_09,350,2306,{1|340}|{2|80},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除5个元素。
2306,弗兰喵,2,2102,6,hero_09,375,2307,{1|400}|{2|100},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除5个元素。
2307,弗兰喵,2,2102,7,hero_09,400,2308,{1|460}|{2|120},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除5个元素。
2308,弗兰喵,2,2103,8,hero_09,425,2309,{1|520}|{2|140},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除5个元素。
2309,弗兰喵,2,2103,9,hero_09,450,2310,{1|640}|{2|220},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除5个元素。
2310,弗兰喵,2,2103,10,hero_09,475,2311,{1|720}|{2|260},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除7个元素。
2311,弗兰喵,2,2103,11,hero_09,500,2312,{1|800}|{2|300},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除7个元素。
2312,弗兰喵,2,2103,12,hero_09,525,2313,{1|880}|{2|340},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除7个元素。
2313,弗兰喵,2,2103,13,hero_09,550,2314,{1|960}|{2|380},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除7个元素。
2314,弗兰喵,2,2103,14,hero_09,575,2315,{1|1120}|{2|500},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除7个元素。
2315,弗兰喵,2,2104,15,hero_09,600,2316,{1|1220}|{2|560},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
2316,弗兰喵,2,2104,16,hero_09,625,2317,{1|1320}|{2|620},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
2317,弗兰喵,2,2104,17,hero_09,650,2318,{1|1420}|{2|680},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
2318,弗兰喵,2,2104,18,hero_09,675,2319,{1|1520}|{2|740},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
2319,弗兰喵,2,2104,19,hero_09,700,2320,{1|1680}|{2|900},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
2320,弗兰喵,2,2105,20,hero_09,725,0,{0|0},非常喜欢和擅长机械组装，鹦鹉螺号的设计者。技能：沿横向消除9个元素。
3101,索隆喵,3,3101,1,hero_01,150,3102,{1|40},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除3个元素。
3102,索隆喵,3,3101,2,hero_01,175,3103,{1|80},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除3个元素。
3103,索隆喵,3,3102,3,hero_01,200,3104,{1|120},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除3个元素。
3104,索隆喵,3,3102,4,hero_01,225,3105,{1|200},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除3个元素。
3105,索隆喵,3,3102,5,hero_01,250,3106,{1|260}|{2|20},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除5个元素。
3106,索隆喵,3,3102,6,hero_01,275,3107,{1|320}|{2|40},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除5个元素。
3107,索隆喵,3,3102,7,hero_01,300,3108,{1|380}|{2|60},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除5个元素。
3108,索隆喵,3,3103,8,hero_01,325,3109,{1|440}|{2|80},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除5个元素。
3109,索隆喵,3,3103,9,hero_01,350,3110,{1|560}|{2|160},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除5个元素。
3110,索隆喵,3,3103,10,hero_01,375,3111,{1|640}|{2|200},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除7个元素。
3111,索隆喵,3,3103,11,hero_01,400,3112,{1|720}|{2|240},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除7个元素。
3112,索隆喵,3,3103,12,hero_01,425,3113,{1|800}|{2|280},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除7个元素。
3113,索隆喵,3,3103,13,hero_01,450,3114,{1|880}|{2|320},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除7个元素。
3114,索隆喵,3,3103,14,hero_01,475,3115,{1|1040}|{2|440},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除7个元素。
3115,索隆喵,3,3104,15,hero_01,500,3116,{1|1140}|{2|500},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3116,索隆喵,3,3104,16,hero_01,525,3117,{1|1240}|{2|560},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3117,索隆喵,3,3104,17,hero_01,550,3118,{1|1340}|{2|620},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3118,索隆喵,3,3104,18,hero_01,575,3119,{1|1440}|{2|680},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3119,索隆喵,3,3104,19,hero_01,600,3120,{1|1600}|{2|840},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3120,索隆喵,3,3105,20,hero_01,625,0,{0|0},三刀流剑客喵，拥有强大的武力值。技能：沿横向消除9个元素。
3201,青猿,3,3201,1,hero_10,200,3202,{1|120},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除3个元素。
3202,青猿,3,3201,2,hero_10,225,3203,{1|160}|{2|20},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除3个元素。
3203,青猿,3,3202,3,hero_10,250,3204,{1|200}|{2|40},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除3个元素。
3204,青猿,3,3202,4,hero_10,275,3205,{1|280}|{2|60},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除3个元素。
3205,青猿,3,3202,5,hero_10,300,3206,{1|340}|{2|80},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除5个元素。
3206,青猿,3,3202,6,hero_10,325,3207,{1|400}|{2|100},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除5个元素。
3207,青猿,3,3202,7,hero_10,350,3208,{1|460}|{2|120},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除5个元素。
3208,青猿,3,3203,8,hero_10,375,3209,{1|520}|{2|140},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除5个元素。
3209,青猿,3,3203,9,hero_10,400,3210,{1|640}|{2|220},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除5个元素。
3210,青猿,3,3203,10,hero_10,425,3211,{1|720}|{2|260},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除7个元素。
3211,青猿,3,3203,11,hero_10,450,3212,{1|800}|{2|300},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除7个元素。
3212,青猿,3,3203,12,hero_10,475,3213,{1|880}|{2|340},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除7个元素。
3213,青猿,3,3203,13,hero_10,500,3214,{1|960}|{2|380},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除7个元素。
3214,青猿,3,3203,14,hero_10,525,3215,{1|1120}|{2|500},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除7个元素。
3215,青猿,3,3204,15,hero_10,550,3216,{1|1220}|{2|560},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除9个元素。
3216,青猿,3,3204,16,hero_10,575,3217,{1|1320}|{2|620},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除9个元素。
3217,青猿,3,3204,17,hero_10,600,3218,{1|1420}|{2|680},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除9个元素。
3218,青猿,3,3204,18,hero_10,625,3219,{1|1520}|{2|740},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除9个元素。
3219,青猿,3,3204,19,hero_10,650,3220,{1|1680}|{2|900},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除9个元素。
3220,青猿,3,3205,20,hero_10,675,0,{0|0},由于食用了从海里钓上来的奇怪的果实丧失了游泳技能。技能：沿纵向消除3个元素。
3301,香吉喵,3,3301,1,hero_06,180,3302,{1|120},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3302,香吉喵,3,3301,2,hero_06,205,3303,{1|160}|{2|20},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3303,香吉喵,3,3302,3,hero_06,230,3304,{1|200}|{2|40},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3304,香吉喵,3,3302,4,hero_06,255,3305,{1|280}|{2|60},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3305,香吉喵,3,3302,5,hero_06,280,3306,{1|340}|{2|80},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3306,香吉喵,3,3302,6,hero_06,305,3307,{1|400}|{2|100},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3307,香吉喵,3,3302,7,hero_06,330,3308,{1|460}|{2|120},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3308,香吉喵,3,3303,8,hero_06,355,3309,{1|520}|{2|140},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3309,香吉喵,3,3303,9,hero_06,380,3310,{1|640}|{2|220},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3310,香吉喵,3,3303,10,hero_06,405,3311,{1|720}|{2|260},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3311,香吉喵,3,3303,11,hero_06,430,3312,{1|800}|{2|300},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3312,香吉喵,3,3303,12,hero_06,455,3313,{1|880}|{2|340},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3313,香吉喵,3,3303,13,hero_06,480,3314,{1|960}|{2|380},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3314,香吉喵,3,3303,14,hero_06,505,3315,{1|1120}|{2|500},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
